title,bathrooms,bedrooms,price,square_meters,cityname,state,latitude,longitude,source,luxury
One BR 4626 Wyngate Blvd,1.0,1.0,1295,62.217,Forest Lake,MN,45.2764,-92.9901,RentLingo,1
One BR 1800 Sidney Avenue,1.0,1.0,1260,62.217,Port Orchard,WA,47.5161,-122.6318,RentLingo,1
One BR 1243 East Brickyard Road,1.0,1.0,1230,62.217,Salt Lake City,UT,40.7061,-111.9048,RentLingo,1
One BR 3200 Gillham Rd,1.0,1.0,1100,62.217,Kansas City,MO,39.0744,-94.5521,RentLingo,0
Studio apartment 260 Leigh Farm Road,1.0,2.0,1026,62.217,Durham,NC,35.9907,-78.9074,RentLingo,1
One BR 802 South 14th Street,1.0,1.0,875,62.217,Omaha,NE,41.2562,-96.0404,RentLingo,0
One BR Apartment - On the Neponset River.,1.0,1.0,2280,62.31,Boston,MA,42.328,-71.071,RentDigs.com,1
One BR 10000 Main Street Unit #1-309,1.0,1.0,2250,62.31,Bellevue,WA,47.5988,-122.1507,RentLingo,0
Studio apartment 6200 Franklin Avenue,1.0,2.0,2140,62.31,Los Angeles,CA,34.0372,-118.2972,RentLingo,1
Updated One BR One BA w.,1.0,1.0,1650,62.31,Hackensack,NJ,40.8876,-74.0499,RentDigs.com,0
"Charming One BR, One BA",1.0,1.0,1500,62.31,Denver,CO,39.7333,-104.914,RentDigs.com,0
"One BR, One BA, safe neighborhood. Pet OK!",1.0,1.0,1210,62.31,Manchester,NH,42.9833,-71.4574,RentDigs.com,1
One BR 1939 S. Quebec Way,1.0,1.0,1200,62.31,Denver,CO,39.736,-104.9819,RentLingo,1
One BR 19702 Bella Loma,1.0,1.0,1135,62.31,San Antonio,TX,29.4624,-98.5253,RentLingo,1
One BR 21 Jefferson St.,1.0,1.0,1100,62.31,Waterloo,IA,42.4869,-92.3426,RentLingo,1
One BR 1616 ROYAL CREST DR,1.0,1.0,1095,62.31,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 714 Turtle Creek Blvd,1.0,1.0,1095,62.31,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 12655 West Houston Center Boulevard,1.0,1.0,1089,62.31,Houston,TX,29.7714,-95.4343,RentLingo,1
One BR 2500 S. 18th St. Cloisters,1.0,1.0,1000,62.31,Saint Louis,MO,38.6274,-90.304,RentLingo,0
"One BR 720 S 30th Street, 3017 St. Mary's Ave. 3020 Leavenworth St.",1.0,1.0,925,62.31,Omaha,NE,41.2562,-96.0404,RentLingo,0
One BR 2728 Commonwealth Ave,1.0,1.0,890,62.31,Charlotte,NC,35.2016,-80.8124,RentLingo,1
"Attractive One BR, One BA. Washer/Dryer Hookups!",1.0,1.0,870,62.31,Durham,NC,35.9907,-78.9074,RentDigs.com,1
One BR 12342 HUNTERS CHASE,1.0,1.0,830,62.31,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 1100 Graham Drive,1.0,1.0,829,62.31,Tomball,TX,30.0796,-95.617,RentLingo,1
One BR 3330-3368 Charlotte,1.0,1.0,775,62.31,Kansas City,MO,39.0744,-94.5521,RentLingo,0
One BR 8303 Skillman Street,1.0,1.0,685,62.31,Dallas,TX,32.8212,-96.7853,RentLingo,1
One BR 3816 N. 109th Plaza,1.0,1.0,615,62.31,Omaha,NE,41.2562,-96.0404,RentLingo,1
One BR 5151 S Utica Ave,1.0,1.0,560,62.31,Tulsa,OK,36.116,-95.9281,RentLingo,0
One BR 1915 Patzman St,1.0,1.0,400,62.31,Shreveport,LA,32.4645,-93.7879,RentLingo,1
The 925 Apartments #1 BR A: Washington D...,1.0,1.0,2182,62.403,Washington,DC,38.9016,-77.0508,RealRentals,0
One BR 1728 Barton Springs Rd,1.0,1.0,2017,62.403,Austin,TX,30.3054,-97.7497,RentLingo,1
Two BR 2050 E 15th Ave,1.0,2.0,1778,62.403,Eugene,OR,44.041,-123.1254,RentLingo,1
One BR 2300 Woodland Crossing Drive,1.0,1.0,1606,62.403,Herndon,VA,38.9554,-77.386,RentLingo,1
Convenient location One BR One BA for rent. Pet OK!,1.0,1.0,1436,62.403,Richmond,VA,37.5922,-77.498,RentDigs.com,1
"One BR - offers luxurious rental apartments in Mount Laurel, NJ.",1.0,1.0,1330,62.403,Mount Laurel,NJ,39.9478,-74.9117,RentDigs.com,1
One BR 18979 Redland Road,1.0,1.0,899,62.403,San Antonio,TX,29.4624,-98.5253,RentLingo,0
One BR 5600 Babcock Rd,1.0,1.0,899,62.403,San Antonio,TX,29.4624,-98.5253,RentLingo,0
"Dayton, prime location Studio, Apartment. $769/mo",1.0,1.0,769,62.403,Dayton,OH,39.6379,-84.1686,RentDigs.com,1
One BR Apartment in Los Angeles,1.0,1.0,2490,62.496,Los Angeles,CA,34.0998,-118.3265,RentDigs.com,1
One BR 259 Ferncliff Ave Ne,1.0,1.0,2250,62.496,Bainbridge Island,WA,47.6483,-122.5296,RentLingo,1
One BR Live Close to Downtown & Dell Medical Center,1.0,1.0,1860,62.496,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 51 RAINEY STREET,1.0,2.0,1690,62.496,Austin,TX,30.2573,-97.7391,RentLingo,1
One BR 901 RED RIVER,1.0,1.0,1625,62.496,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 1300 South Puget Drive,1.0,1.0,1600,62.496,Renton,WA,47.4696,-122.1655,RentLingo,1
One BR 1105 4th Ave,1.0,1.0,1515,62.496,Chula Vista,CA,32.6197,-117.0226,RentLingo,1
One BR 4607 Ross Ave Unit 672,1.0,1.0,1395,62.496,Dallas,TX,32.8212,-96.7853,RentLingo,0
Studio apartment 600 N. Fourth St.,1.0,2.0,1265,62.496,Phoenix,AZ,33.5178,-112.0848,RentLingo,1
One BR 10600 Brezza Lane,1.0,1.0,1140,62.496,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 3200 S. 1st St.,1.0,1.0,1135,62.496,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 4000 Hulen Street Sw,1.0,1.0,1098,62.496,Fort Worth,TX,32.7407,-97.3394,RentLingo,1
This Apartment is a must see. Washer/Dryer Hookups!,1.0,1.0,1055,62.496,Arlington,TX,32.6548,-97.1587,RentDigs.com,1
One BR Apartment - Situated in a beautiful growing area of south Arlington.,1.0,1.0,1045,62.496,Arlington,TX,32.6548,-97.1587,RentDigs.com,1
One BR 1401 ST. EDWARDS DR.,1.0,1.0,965,62.496,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 3200 Lakeside Dr.,1.0,1.0,940,62.496,Reno,NV,39.5197,-119.8342,RentLingo,1
Beautiful Dallas Apartment for rent,1.0,1.0,905,62.496,Dallas,TX,32.6692,-96.8751,RentDigs.com,0
One BR 11441 N Interstate 35 Apartment 1138,1.0,1.0,850,62.496,Austin,TX,30.3054,-97.7497,RentLingo,1
Nice One BR One BA apartment in a quiet neighborhood.,1.0,1.0,847,62.496,Durham,NC,35.9966,-78.8991,RentDigs.com,0
One BR 600 Reusens Rd,1.0,1.0,635,62.496,Lynchburg,VA,37.3961,-79.1892,RentLingo,1
One BR 2529 N. Erie Street,1.0,1.0,450,62.496,Toledo,OH,41.6675,-83.5837,RentLingo,0
One BR 3400 Nw 69th Terrace,1.0,1.0,428,62.496,Kansas City,MO,39.0744,-94.5521,RentLingo,1
"$2,798 / One BR - Great Deal. MUST SEE!",1.0,1.0,2798,62.589,Los Angeles,CA,34.0998,-118.3265,RentDigs.com,1
One BR 939 S Broadway,1.0,1.0,2600,62.589,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
One BR 3300 Galena Drive,1.0,1.0,1579,62.589,Frederick,MD,39.4228,-77.4164,RentLingo,1
Crystal Towers #Studio One BA-673: Arlington VA 22202,1.0,0.0,1546,62.589,Arlington,VA,38.8571,-77.0609,RealRentals,1
One BR 441 E. Erie Street,1.0,1.0,1534,62.589,Milwaukee,WI,43.0531,-87.9659,RentLingo,1
One BR 6300 Clayton Avenue,1.0,1.0,1370,62.589,Saint Louis,MO,38.6274,-90.304,RentLingo,1
One BR 9415 MCNEIL DRIVE,1.0,1.0,995,62.589,Austin,TX,30.3949,-97.8279,RentLingo,1
One BR 1680 HERO WAY,1.0,1.0,985,62.589,Leander,TX,30.5104,-97.9027,RentLingo,1
Two BR 1012 W. Clark,1.0,2.0,950,62.589,Urbana,IL,40.1171,-88.1889,RentLingo,1
Cincinnati Luxurious 1 + 1,1.0,1.0,862,62.589,Cincinnati,OH,39.2858,-84.522,RentDigs.com,1
One BR 1225 20th Street Se,1.0,1.0,720,62.589,Rochester,MN,44.0346,-92.468,RentLingo,1
Shreveport - superb Apartment nearby fine dining. Parking Available!,1.0,1.0,700,62.589,Shreveport,LA,32.3841,-93.6685,RentDigs.com,1
One BR 808 N Franklin St,1.0,1.0,1655,62.682,Tampa,FL,28.0076,-82.4792,RentLingo,1
Lynnwood - superb Apartment nearby fine dining. Carport parking!,1.0,1.0,1618,62.682,Lynnwood,WA,47.8495,-122.2825,RentDigs.com,1
One BR 3601 S Congress Ave,1.0,1.0,1451,62.682,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 2265 State Street,1.0,1.0,1300,62.682,Salt Lake City,UT,40.7061,-111.9048,RentLingo,1
One BR 3630 Rialto Heights,1.0,1.0,1175,62.682,Colorado Springs,CO,38.8562,-104.772,RentLingo,1
One BR 6974 Oak Drive,1.0,1.0,1025,62.682,San Antonio,TX,29.4624,-98.5253,RentLingo,0
"At NorthCity 6, you ll enjoy unparalleled luxurious living.",1.0,1.0,892,62.682,Raleigh,NC,35.8079,-78.6466,RentDigs.com,1
One BR - Experience the best in comfort and style by Apartments.,1.0,1.0,875,62.682,Arlington,TX,32.7566,-97.1358,RentDigs.com,0
Two BR 11921 E Mansfield,1.0,2.0,850,62.682,Spokane Valley,WA,47.6485,-117.2657,RentLingo,1
"One BR, Dallas - ready to move in.",1.0,1.0,791,62.682,Dallas,TX,32.9954,-96.7849,RentDigs.com,1
One BR 825-835 Pine Street,1.0,1.0,3495,62.775,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 1616 N La Brea Avenue,1.0,1.0,3050,62.775,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
One BR 3565 S. Sepulveda Boulevard,1.0,1.0,1895,62.775,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
One BR 440 Ne 4th Ave,1.0,1.0,1880,62.775,Fort Lauderdale,FL,26.1343,-80.233,RentLingo,0
One BR 109 30th Ave,1.0,1.0,1875,62.775,Seattle,WA,47.616,-122.3275,RentLingo,0
One BR 16724 Juanita Dr. Ne,1.0,1.0,1780,62.775,Kenmore,WA,47.75,-122.24,RentLingo,1
Kirkland - 1bd/One BA 675sqft Apartment for rent. Dog OK!,1.0,1.0,1780,62.775,Kirkland,WA,47.6869,-122.1896,RentDigs.com,1
"Bright Monroeville, Studio, One BA for rent",1.0,2.0,1745,62.775,Monroeville,PA,40.4261,-79.7631,RentDigs.com,1
"Welcome Apartments in, CA.",1.0,1.0,1715,62.775,Montebello,CA,34.0156,-118.1107,RentDigs.com,1
One BR 17201 E. Walsh Way,1.0,1.0,1555,62.775,Aurora,CO,39.6828,-104.8078,RentLingo,0
"Kirkland, prime location One BR, Apartment. Pet OK!",1.0,1.0,1516,62.775,Kirkland,WA,47.7179,-122.2059,RentDigs.com,1
One BA - convenient location.,1.0,1.0,1506,62.775,Kirkland,WA,47.7179,-122.2059,RentDigs.com,1
One BR 1501 Maple Ave,1.0,1.0,1470,62.775,Evanston,IL,42.0454,-87.6964,RentLingo,0
"Princeton Junction, Great Location, One BR Apartment.",1.0,1.0,1440,62.775,Princeton Junction,NJ,40.2967,-74.6137,RentDigs.com,1
Over 675 sf in Kirkland,1.0,1.0,1436,62.775,Kirkland,WA,47.7179,-122.2059,RentDigs.com,1
One BR 2065 W College Avenue,1.0,1.0,1345,62.775,San Bernardino,CA,34.1334,-117.292,RentLingo,1
2 BR in Marysville WA 98270,1.0,2.0,1295,62.775,Marysville,WA,48.0724,-122.1829,ListedBuy,0
One BR 4616 Lindell Blvd. Carleton,1.0,1.0,1275,62.775,Saint Louis,MO,38.6274,-90.304,RentLingo,0
One BR - Spoil yourself in a newly renovated apartment home.,1.0,1.0,1275,62.775,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1
One BR 1925 Monroe Drive,1.0,1.0,1250,62.775,Atlanta,GA,33.8077,-84.3753,RentLingo,1
One BR 5650 Worth Pkwy,1.0,1.0,1220,62.775,San Antonio,TX,29.4624,-98.5253,RentLingo,1
One BR - Glen Apartments in Plainsboro.,1.0,1.0,1200,62.775,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1
One BR - Glen Apartments in Plainsboro. Parking Available!,1.0,1.0,1190,62.775,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,0
One BR - Glen Apartments in Plainsboro.,1.0,1.0,1190,62.775,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1
One BR 312 Prospect Ave NE,1.0,1.0,1150,62.775,Grand Rapids,MI,42.9497,-85.6417,RentLingo,1
One BR - Spoil yourself in a newly renovated apartment home.,1.0,1.0,1150,62.775,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1
"Plant 64 Apartments offers one, two, and 3 BR floor plans.",1.0,1.0,1127,62.775,Winston Salem,NC,36.1036,-80.2159,RentDigs.com,1
Two BR Apartment - Large & Bright,1.0,2.0,1095,62.775,Atlantic City,NJ,39.3633,-74.4397,RentDigs.com,0
Virginia Beach Luxurious 1 + 1,1.0,1.0,979,62.775,Virginia Beach,VA,36.8381,-76.152,RentDigs.com,1
One BR 10300 W Fountain Ave Apartments,1.0,1.0,962,62.775,Milwaukee,WI,43.0531,-87.9659,RentLingo,1
One BR 929 High Street,1.0,1.0,945,62.775,Madison,WI,43.0724,-89.4003,RentLingo,0
One BR 6620 Gessner Road,1.0,1.0,932,62.775,Houston,TX,29.7714,-95.4343,RentLingo,1
One BR 1405 Clearfield,1.0,1.0,915,62.775,Austin,TX,30.3054,-97.7497,RentLingo,0
"Bright Fort Collins, Studio, One BA for rent",1.0,2.0,875,62.775,Fort Collins,CO,40.5849,-105.1128,RentDigs.com,1
One BR 3235 East Cottle Loop Rd,1.0,1.0,850,62.775,Wasilla,AK,61.594,-149.4124,RentLingo,0
One BR 8 South 8th Street,1.0,1.0,840,62.775,Lafayette,IN,40.3613,-86.9005,RentLingo,0
Two BR 118 W. Dodridge Street A,1.0,2.0,800,62.775,Columbus,OH,39.9974,-82.9829,RentLingo,0
One BR 5500 Highland Dr,1.0,1.0,794,62.775,Little Rock,AR,34.7264,-92.348,RentLingo,1
One BR 3322 Tropic Lane #5,1.0,1.0,695,62.775,Waterloo,IA,42.4869,-92.3426,RentLingo,0
Two BR 401 SE Main Street,1.0,2.0,695,62.775,Grimes,IA,41.6834,-93.7839,RentLingo,0
One BR 1600 Vogt Dr.,1.0,1.0,645,62.775,West Bend,WI,43.4182,-88.1681,RentLingo,0
Two BR 1680 E Franklin Street,1.0,2.0,640,62.775,Evansville,IN,37.9906,-87.5563,RentLingo,1
One BR 8901 Bissonnet St.,1.0,1.0,620,62.775,Houston,TX,29.7714,-95.4343,RentLingo,1
Two BR 1819 - 1835 2nd Street SE,1.0,2.0,595,62.775,Minot,ND,48.2469,-101.3017,RentLingo,0
One BR 1708 Meadowbrook Drive,1.0,1.0,485,62.775,Manitowoc,WI,44.0977,-87.7097,RentLingo,1
One BR 1480 Runaway Bay Drive,1.0,1.0,1125,62.868,Columbus,OH,39.985,-83.0728,RentLingo,1
One BR 12235 Vance Jackson,1.0,1.0,960,62.868,San Antonio,TX,29.4624,-98.5253,RentLingo,0
One BR Teravista Pkwy and N Mays St,1.0,1.0,950,62.868,Round Rock,TX,30.5118,-97.6873,RentLingo,0
One BR 3109 Turnberry Court,1.0,1.0,870,62.868,Ames,IA,42.0259,-93.6516,RentLingo,0
Studio apartment 1011 Jones St.,1.0,2.0,855,62.868,Omaha,NE,41.2562,-96.0404,RentLingo,1
One BR 3638 5th Street,1.0,1.0,785,62.868,Rapid City,SD,44.0763,-103.2121,RentLingo,1
Apartment in prime location,1.0,1.0,785,62.868,Dayton,OH,39.6136,-84.1617,RentDigs.com,1
One Spacious BR in Dayton. $725/mo,1.0,1.0,725,62.868,Dayton,OH,39.6379,-84.1686,RentDigs.com,1
One BR 2300 Charlotte Ave,1.0,1.0,2033,62.961,Nashville,TN,36.137,-86.783,RentLingo,0
One BR Apartment in Kent,1.0,1.0,1677,62.961,Kent,WA,47.3866,-122.2109,RentDigs.com,1
One BR 2130 Hawes Ave Unit 677,1.0,1.0,1391,62.961,Dallas,TX,32.8212,-96.7853,RentLingo,0
One BR 12 Eagle Street,1.0,1.0,1315,62.961,Providence,RI,41.824,-71.4315,RentLingo,1
One BR 12722 Se 312th St,1.0,1.0,1215,62.961,Auburn,WA,47.3002,-122.2168,RentLingo,1
One BR 12041 DESSAU ROAD,1.0,1.0,1027,62.961,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 7905 San Felipe Blvd,1.0,1.0,900,62.961,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 6800 E Lake Mead Blvd Unit 1001,1.0,1.0,800,62.961,Las Vegas,NV,36.1554,-115.1733,RentLingo,0
"Two BR 2500-2510 Folsom St,",2.0,2.0,3795,63.054,San Francisco,CA,37.7599,-122.4379,RentLingo,0
BOSTON luxurious RENTALS PRICING CHANGES DAILY NO BROKER FEE!,1.0,1.0,2200,63.054,Everett,MA,42.4108,-71.0517,RentDigs.com,1
One BR 5395 Napa St,1.0,1.0,2089,63.054,San Diego,CA,32.7876,-117.1265,RentLingo,1
Studio apartment 910 West Huron,1.0,2.0,2075,63.054,Chicago,IL,41.8625,-87.6825,RentLingo,0
One BR 2975 Blackburn St Apartment 678,1.0,1.0,1789,63.054,Dallas,TX,32.8212,-96.7853,RentLingo,0
Two BR 2025 Ne 42nd Avenue,1.0,2.0,1750,63.054,Portland,OR,45.5091,-122.6449,RentLingo,0
One BR 1701 Payne St Unit 678,1.0,1.0,1665,63.054,Dallas,TX,32.8212,-96.7853,RentLingo,0
"Raleigh, Great Location, One BR Apartment. Pet OK!",1.0,1.0,1468,63.054,Raleigh,NC,35.774,-78.6328,RentDigs.com,1
One BR 26 Seabreeze Drive,1.0,1.0,1400,63.054,South Dartmouth,MA,41.5964,-70.9532,RentLingo,1
One BR 800 West 38th Street,1.0,1.0,1372,63.054,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 10800 Clay Rd,1.0,1.0,1109,63.054,Houston,TX,29.7714,-95.4343,RentLingo,1
One BR 9550 Meyer Forest Drive,1.0,1.0,1104,63.054,Houston,TX,29.7714,-95.4343,RentLingo,1
We love dogs! Having trouble finding a place that does?,1.0,1.0,1035,63.054,Dallas,TX,32.9455,-96.7962,RentDigs.com,1
One BR 16631 Vance Jackson,1.0,1.0,1000,63.054,San Antonio,TX,29.4624,-98.5253,RentLingo,0
"Amazing One BR, One BA for rent. Pet OK!",1.0,1.0,890,63.054,Bedford,TX,32.8525,-97.1399,RentDigs.com,1
Two BR 104 N Lincoln / 809 W Stoughton,1.0,2.0,860,63.054,Urbana,IL,40.1171,-88.1889,RentLingo,1
Greensboro - 1bd/One BA 678sqft Apartment for rent,1.0,1.0,815,63.054,Greensboro,NC,36.0723,-79.8196,RentDigs.com,1
One BR 500 Pointe Parkway Blvd,1.0,1.0,717,63.054,Yukon,OK,35.4975,-97.7329,RentLingo,0
One BR 1800 Washington Ave. S.,1.0,1.0,1675,63.147,Minneapolis,MN,44.9855,-93.3023,RentLingo,1
One BR 730 Williamson St,1.0,1.0,1600,63.147,Madison,WI,43.0724,-89.4003,RentLingo,1
One BR 3707 MANCHACA,1.0,1.0,1265,63.147,Austin,TX,30.3054,-97.7497,RentLingo,1
This Apartment is a must see!,1.0,1.0,1245,63.147,Denver,CO,39.8668,-105.0055,RentDigs.com,1
"Move-in condition, One BR One BA",1.0,1.0,1225,63.147,Denver,CO,39.8668,-105.0055,RentDigs.com,1
One BR 8200 North Laurelglen Blvd,1.0,1.0,1095,63.147,Bakersfield,CA,35.3753,-119.0319,RentLingo,0
One BR 200 Brookline Avenue,1.0,1.0,3952,63.24,Boston,MA,42.328,-71.071,RentLingo,1
One BR - ready to move in. Pet OK!,1.0,1.0,2840,63.24,Redondo Beach,CA,33.8321,-118.3786,RentDigs.com,0
"One BR Apartment - Eaves Old Town features newly renovated studio, 1.",1.0,1.0,2349,63.24,Pasadena,CA,34.1474,-118.1391,RentDigs.com,1
One BR Apartment - In the heart of there is eaves.,1.0,1.0,1835,63.24,Los Angeles,CA,34.1236,-118.2878,RentDigs.com,1
One BR 4511 8th Ave NE,1.0,1.0,1795,63.24,Seattle,WA,47.616,-122.3275,RentLingo,0
One BR 4510 South 31st Street,1.0,1.0,1424,63.24,Arlington,VA,38.8738,-77.1055,RentLingo,1
Convenient location One BR One BA for rent. Single Car Garage!,1.0,1.0,1325,63.24,Edmonds,WA,47.8409,-122.3346,RentDigs.com,1
One BR Apartment in Quiet Building - Edmonds. Carport parking!,1.0,1.0,1310,63.24,Edmonds,WA,47.8409,-122.3346,RentDigs.com,1
Lease Spacious 1+1. Approx 680 sf of Living Space!,1.0,1.0,1227,63.24,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,1
"Lynnwood, Great Location, One BR Apartment.",1.0,1.0,1186,63.24,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,1
One BR 2380 West 76th Ave,1.0,1.0,1179,63.24,Denver,CO,39.736,-104.9819,RentLingo,0
One BR 100 Woodiron Drive,1.0,1.0,1080,63.24,Duluth,GA,33.9996,-84.1572,RentLingo,1
One BR 55 Pharr Rd NW,1.0,1.0,1075,63.24,Atlanta,GA,33.7848,-84.3922,RentLingo,1
One BR 1565 N Business I-35,1.0,1.0,1059,63.24,New Braunfels,TX,29.7398,-98.1021,RentLingo,1
One BR 487 Nott Street,1.0,1.0,1050,63.24,Schenectady,NY,42.8022,-73.9287,RentLingo,0
One BR 515 E Slaughter Lane,1.0,1.0,1045,63.24,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR 1204 Norman St #32,1.0,1.0,1035,63.24,Anchorage,AK,61.1723,-149.8414,RentLingo,0
One BR Apartment - A massive resort-style pool. Dog OK!,1.0,1.0,1025,63.24,Virginia Beach,VA,36.8379,-76.0939,RentDigs.com,1
One BR Apartment - A massive resort-style pool.,1.0,1.0,1025,63.24,Virginia Beach,VA,36.8379,-76.0939,RentDigs.com,1
One BR 4200 Horizon North Pkwy,1.0,1.0,985,63.24,Dallas,TX,32.8212,-96.7853,RentLingo,1
Two BR 2001 W 80th #09,1.0,2.0,975,63.24,Anchorage,AK,61.1723,-149.8414,RentLingo,1
One BR 1111 Warbonnet Way,1.0,1.0,975,63.24,Las Vegas,NV,36.1554,-115.1733,RentLingo,0
One BR 2701 Macarthur Boulevard,1.0,1.0,951,63.24,Lewisville,TX,33.0653,-97.0251,RentLingo,1
Studio apartment 5000 Mountain Springs Rd.,1.0,3.0,950,63.24,Antioch,TN,36.0402,-86.6385,RentLingo,0
One BR 1231 Huisache Ave,1.0,1.0,930,63.24,New Braunfels,TX,29.7398,-98.1021,RentLingo,0
One BR 17635 Henderson Pass,1.0,1.0,913,63.24,San Antonio,TX,29.4624,-98.5253,RentLingo,0
One BR 2900 El Camino Ave,1.0,1.0,900,63.24,Las Vegas,NV,36.1554,-115.1733,RentLingo,1
One BR 1779 Nacogdoches Rd.,1.0,1.0,890,63.24,San Antonio,TX,29.4624,-98.5253,RentLingo,1
One BR 100 Waverly Drive,1.0,1.0,830,63.24,Bay Saint Louis,MS,30.3235,-89.4709,RentLingo,1
Prominence Apartments Two BR Luxury Apartment Homes. Pet OK!,1.0,2.0,800,63.24,Willoughby,OH,41.6371,-81.417,RentDigs.com,1
1 BR in Dallas OR 97338,1.0,1.0,795,63.24,Dallas,OR,44.924,-123.3283,ListedBuy,0
One BR 711 Farmhurst Dr,1.0,1.0,785,63.24,Charlotte,NC,35.2016,-80.8124,RentLingo,1
"Studio - Central Ansonia apartments are a must see-STUDIO - Great, clean.",1.0,0.0,750,63.24,Ansonia,CT,41.3426,-73.0732,RentDigs.com,0
One BR 3800 University Blvd S,1.0,1.0,720,63.24,Jacksonville,FL,30.2989,-81.6324,RentLingo,1
One BR 4325 S Madison Ave,1.0,1.0,700,63.24,Anderson,IN,40.1065,-85.6788,RentLingo,1
One BR 931 Spy Run Rd,1.0,1.0,680,63.24,Indianapolis,IN,39.7953,-86.1387,RentLingo,1
One BR 420 Arbor Pointe Drive,1.0,1.0,653,63.24,Battle Creek,MI,42.3149,-85.1757,RentLingo,1
One BR 2920 S Hilltop Drive,1.0,1.0,650,63.24,Peru,IN,40.7533,-86.0744,RentLingo,1
"One BR 1615 Kitty Hawk Dr,",1.0,1.0,605,63.24,Columbia,MO,38.9401,-92.3167,RentLingo,1
One BR 230 Silver Lake Rd,1.0,1.0,575,63.24,Church Hill,TN,36.5296,-82.7005,RentLingo,0
One BR 4800 N. 22nd St.,1.0,1.0,550,63.24,Ozark,MO,37.0173,-93.2039,RentLingo,1
One BR 7720 Vineyards Ln NE,1.0,1.0,1440,63.333,Bremerton,WA,47.5968,-122.7026,RentLingo,0
Hyattsville - 1bd/One BA 681sqft Apartment for rent,1.0,1.0,1240,63.333,Hyattsville,MD,38.954,-76.8968,RentDigs.com,1
"Attractive One BR, One BA",1.0,1.0,1175,63.333,Hyattsville,MD,38.954,-76.8968,RentDigs.com,1
Convenient location One BR One BA for rent,1.0,1.0,1175,63.333,Hyattsville,MD,38.954,-76.8968,RentDigs.com,1
One BR 9801 STONELAKE BLVD.,1.0,1.0,1005,63.333,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR 6400 The Divide Parkway,1.0,1.0,858,63.333,Little Rock,AR,34.7264,-92.348,RentLingo,1
Apartment in great location,1.0,1.0,2329,63.426,Jersey City,NJ,40.722,-74.0644,RentDigs.com,0
One BR 16350 S. Harbor Boulevard,1.0,1.0,1675,63.426,Fountain Valley,CA,33.7166,-117.9446,RentLingo,0
One BR 1311 South Highland Avenue,1.0,1.0,1645,63.426,Fullerton,CA,33.8813,-117.9263,RentLingo,0
One BR 315 North Associated Road,1.0,1.0,1615,63.426,Brea,CA,33.9299,-117.8849,RentLingo,0
One BR Apartment - Experience the exciting Dallas.,1.0,1.0,1414,63.426,Dallas,TX,32.8004,-96.7887,RentDigs.com,1
"Lakewood, prime location One BR, Apartment",1.0,1.0,1205,63.426,Lakewood,CO,39.7436,-105.063,RentDigs.com,1
One BR 7777 Katy Freeway,1.0,1.0,1190,63.426,Houston,TX,29.7714,-95.4343,RentLingo,1
One BR 7700 CAPITOL OF TX HWY,1.0,1.0,1180,63.426,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR 1840 Rinehart Rd,1.0,1.0,1165,63.426,Sanford,FL,28.7831,-81.2874,RentLingo,1
One BR 1330 E Chicago Ave,1.0,1.0,1075,63.426,Naperville,IL,41.7537,-88.1558,RentLingo,0
One BR 3211 SW Twilight Ct,1.0,1.0,635,63.426,Topeka,KS,39.0375,-95.7052,RentLingo,0
One BR 358 Ridge Avenue,1.0,1.0,415,63.426,New Kensington,PA,40.5755,-79.7224,RentLingo,1
One BR 15001 Potomac Heights Place,1.0,1.0,1450,63.519,Woodbridge,VA,38.6487,-77.3152,RentLingo,0
One BR 9520 SPECTRUM DR,1.0,1.0,1180,63.519,Austin,TX,30.3054,-97.7497,RentLingo,1
"Attractive One BR, One BA. Pet OK!",1.0,1.0,1130,63.519,Temple Hills,MD,38.8168,-76.9368,RentDigs.com,1
Studio apartment 2101 Corona Rd,1.0,1.0,1100,63.519,Columbia,MO,38.9401,-92.3167,RentLingo,1
